 2000-02-23 Tsinghua Univ. EEA Dept.
LINE   LN225   bus-141  bus-110      0.02100    0.06490   -0.01440     2.64 1
LINE   LN226   bus-115  bus-111      0.05270    0.22150   -0.05150     3.37 1
LINE   LN227   bus-120  bus-112      0.00050    0.00440   -0.03600    34.50 1
THTRFO TR228   bus-121  bus-112      0.00000    0.01900  104.99000
THLINE LN229   bus-132  bus-113      0.04590    0.29110    0.00000
LINE   LN230   bus-134  bus-113      0.00080    0.00720   -0.00190     5.20 1
LINE   LN231   bus-117  bus-115      0.00190    0.01540   -0.01650    10.30 1
LINE   LN232   bus-117  bus-116      0.00480    0.03910   -0.01070     5.20 1
THTRFO TR233   bus-119  bus-116      0.00000    0.00900  102.48000
LINE   LN234   bus-147  bus-116      0.00350    0.02860   -0.00780     5.20 1
LINE   LN235   bus-147  bus-117      0.00220    0.01750   -0.00500     5.20 1
THTRFO TR236   bus-14   bus-120      0.00030    0.01880   97.51000
LINE   LN237   bus-128  bus-120      0.00040    0.00510   -0.05000    24.74 1
LINE   LN238   bus-129  bus-120      0.00030    0.00380   -0.03260    24.74 1
LINE   LN239   bus-123  bus-122      0.01750    0.08350   -0.01990     3.49 1
THLINE LN240   bus-125  bus-123      0.04230    0.24410    0.00000
THLINE LN241   bus-125  bus-124      0.01130    0.15850    0.00000
THLINE LN242   bus-126  bus-124      0.05770    0.82560    0.00000
THLINE LN243   bus-126  bus-125      0.02010    0.59150    0.00000
THLINE LN244   bus-127  bus-126      0.08770    0.70490    0.00000
THTRFO TR245   bus-72   bus-128      0.00040    0.01800  100.00000
THTRFO TR246   bus-132  bus-129      0.00040    0.01980  100.00000
THTRFO TR247   bus-134  bus-133      0.00000    0.04100  102.49000
LINE   LN248   bus-135  bus-133      0.01090    0.02590   -0.00020     0.44 1
LINE   LN249   bus-136  bus-133      0.03900    0.09900   -0.00080     0.39 1
LINE   LN250   bus-137  bus-133      0.01340    0.05040   -0.00050     0.60 1
LINE   LN251   bus-138  bus-135      0.04660    0.11820   -0.00100     0.39 1
LINE   LN252   bus-139  bus-136      0.02600    0.06500   -0.00050     0.39 1
LINE   LN253   bus-140  bus-137      0.00410    0.01560   -0.00020     0.60 1
THTRFO TR254   bus-110  bus-138      0.00000    0.04100  100.00000
LINE   LN255   bus-139  bus-138      0.02600    0.06500   -0.00050     0.39 1
LINE   LN256   bus-140  bus-138      0.02510    0.09410   -0.00090     0.60 1
LINE   LN257   bus-145  bus-138      0.09230    0.23380   -0.00190     0.39 1
THTRFO TR258   bus-51   bus-142      0.00000    0.17280  107.00000
LINE   LN259   bus-143  bus-142      0.15820    0.39190   -0.00340     0.44 1
LINE   LN260   bus-146  bus-142      0.16180    0.38610   -0.00350     0.44 1
LINE   LN261   bus-144  bus-143      0.09270    0.23220   -0.00100     0.44 1
THTRFO TR262   bus-141  bus-144      0.00000    0.08200  102.49000
LINE   LN263   bus-145  bus-144      0.08900    0.22100   -0.00160     0.39 1
LINE   LN264   bus-146  bus-144      0.06800    0.29060   -0.00290     0.60 1
THTRFO TR265   bus-116  bus-148      0.00000    0.04100  100.00000
THTRFO TR266   bus-26   bus-149      0.00000    0.03860  100.00000
THTRFO TR267   bus-26   bus-149      0.00000    0.03860  100.00000
LINE   LN268   bus-150  bus-149      0.00100    0.00850   -0.00100     5.38 1
LINE   LN269   bus-151  bus-149      0.00390    0.02620   -0.00690     5.38 1
LINE   LN270   bus-152  bus-149      0.02530    0.11680   -0.02720     3.28 1
LINE   LN271   bus-161  bus-151      0.00210    0.01380   -0.00370     5.38 1
THTRFO TR272   bus-70   bus-153      0.00000    0.09160  100.00000
THTRFO TR273   bus-70   bus-153      0.00000    0.09160  100.00000
LINE   LN274   bus-154  bus-153      0.07100    0.28410   -0.00270     0.50 1
LINE   LN275   bus-155  bus-153      0.04300    0.18560   -0.00190     0.66 1
LINE   LN276   bus-156  bus-154      0.01550    0.03790   -0.00040     0.50 1
LINE   LN277   bus-160  bus-154      0.01020    0.04290   -0.00050     0.50 1
LINE   LN278   bus-156  bus-155      0.01760    0.08220   -0.00070     0.66 1
LINE   LN279   bus-157  bus-156      0.05300    0.12730   -0.00110     0.33 1
THTRFO TR280   bus-55   bus-157      0.00000    0.08270  100.00000
LINE   LN281   bus-158  bus-157      0.04890    0.14040   -0.00140     0.50 1
LINE   LN282   bus-159  bus-158      0.03390    0.06640   -0.00060     0.50 1
LINE   LN283   bus-160  bus-159      0.01900    0.08110   -0.00600     0.50 1
LINE   LN284   bus-162  bus-161      0.00220    0.01030   -0.00270     5.38 1
RES_V  bus-1    1.0326000  -25.3300000  1
RES_V  bus-2    1.0224000  -29.9900000  1
RES_V  bus-3    0.9999000  -32.4900000  1
RES_V  bus-4    1.0190000  -33.7400000  1
RES_V  bus-5    1.0339000  -24.5100000  1
RES_V  bus-6    1.0000000  -19.1500000  1
RES_V  bus-7    1.0187000  -30.3800000  1
RES_V  bus-8    1.0344000  -33.8100000  1
RES_V  bus-9    1.0263000  -27.7600000  1
RES_V  bus-10    0.9928000  -35.6900000  1
RES_V  bus-11    0.9996000  -31.8300000  1
RES_V  bus-12    1.0379000  -33.6600000  1
RES_V  bus-13    1.0147000  -30.6700000  1
RES_V  bus-14    1.0280000  -31.0300000  1
RES_V  bus-15    1.0185000  -24.5200000  1
RES_V  bus-16    1.0141000  -29.5800000  1
RES_V  bus-17    1.0059000  -28.8000000  1
RES_V  bus-18    1.0353000  -33.7500000  1
RES_V  bus-19    0.9993000  -38.0500000  1
RES_V  bus-20    0.9793000  -32.6900000  1
RES_V  bus-21    1.0080000  -30.4200000  1
RES_V  bus-22    1.0336000  -37.6300000  1
RES_V  bus-23    0.9881000  -34.8500000  1
RES_V  bus-24    1.0091000  -33.3200000  1
RES_V  bus-25    1.0012000  -29.3700000  1
RES_V  bus-26    1.0323000  -21.4900000  1
RES_V  bus-27    0.9978000  -30.3900000  1
RES_V  bus-28    0.9882000  -36.1300000  1
RES_V  bus-29    0.9879000  -37.9300000  1
RES_V  bus-30    0.9978000  -39.8100000  1
RES_V  bus-31    0.9902000  -37.0700000  1
RES_V  bus-32    1.0046000  -41.0800000  1
RES_V  bus-33    0.9980000  -43.0100000  1
RES_V  bus-34    0.9984000  -43.0000000  1
RES_V  bus-35    0.9891000  -44.4400000  1
RES_V  bus-36    0.9957000  -43.1600000  1
RES_V  bus-37    0.9868000  -30.5800000  1
RES_V  bus-38    1.0185000  -38.1500000  1
RES_V  bus-39    0.9874000  -33.2200000  1
RES_V  bus-40    0.9997000  -42.0600000  1
RES_V  bus-41    1.0074000  -40.2100000  1
RES_V  bus-42    1.0036000  -33.0300000  1
RES_V  bus-43    1.0118000  -35.6400000  1
RES_V  bus-44    1.0071000  -36.1600000  1
RES_V  bus-45    0.9955000  -36.2200000  1
RES_V  bus-46    0.9988000  -38.9600000  1
RES_V  bus-47    0.9907000  -41.6800000  1
RES_V  bus-48    0.9997000  -40.6000000  1
RES_V  bus-49    0.9886000  -42.0000000  1
RES_V  bus-50    0.9961000  -39.5000000  1
RES_V  bus-51    0.9915000  -38.2300000  1
RES_V  bus-52    1.0148000  -39.3300000  1
RES_V  bus-53    0.9954000  -30.6800000  1
RES_V  bus-54    0.9885000  -37.8700000  1
RES_V  bus-55    0.9960000  -30.3900000  1
RES_V  bus-56    0.9914000  -40.5000000  1
RES_V  bus-57    0.9975000  -37.5400000  1
RES_V  bus-58    1.0085000  -28.6900000  1
RES_V  bus-59    0.9842000  -33.0300000  1
RES_V  bus-60    0.9922000  -34.0100000  1
RES_V  bus-61    0.9833000  -31.4300000  1
RES_V  bus-62    1.0235000  -18.4700000  1
RES_V  bus-63    0.9882000  -29.7700000  1
RES_V  bus-64    1.0152000  -28.8900000  1
RES_V  bus-65    0.9965000  -25.3200000  1
RES_V  bus-66    1.0004000  -31.1200000  1
RES_V  bus-67    0.9998000  -41.7400000  1
RES_V  bus-68    1.0134000  -40.2400000  1
RES_V  bus-69    1.0202000  -38.9200000  1
RES_V  bus-70    1.0263000  -23.5800000  1
RES_V  bus-71    0.9922000  -31.7800000  1
RES_V  bus-72    1.0167000  -30.7800000  1
RES_V  bus-73    1.0000000  -18.4600000  1
RES_V  bus-74    1.0116000  -33.5700000  1
RES_V  bus-75    1.0299000  -25.4300000  1
RES_V  bus-76    1.0000000  -16.4900000  1
RES_V  bus-77    1.0111000  -40.4900000  1
RES_V  bus-78    1.0229000  -38.2400000  1
RES_V  bus-79    1.0317000  -36.1900000  1
RES_V  bus-80    1.0099000  -38.3600000  1
RES_V  bus-81    1.0009000  -46.4300000  1
RES_V  bus-82    0.9988000  -42.0300000  1
RES_V  bus-83    1.0031000  -41.1300000  1
RES_V  bus-84    1.0097000  -37.7700000  1
RES_V  bus-85    0.9706000  -41.0700000  1
RES_V  bus-86    0.9696000  -45.0000000  1
RES_V  bus-87    0.9799000  -43.5500000  1
RES_V  bus-88    0.9889000  -44.7700000  1
RES_V  bus-89    0.9910000  -46.1700000  1
RES_V  bus-90    0.9611000  -48.6600000  1
RES_V  bus-91    1.0121000  -36.5500000  1
RES_V  bus-92    1.0023000  -37.5200000  1
RES_V  bus-93    1.0290000  -32.6600000  1
RES_V  bus-94    1.0262000  -36.9400000  1
RES_V  bus-95    1.0300000  -36.5600000  1
RES_V  bus-96    1.0011000  -45.0800000  1
RES_V  bus-97    1.0266000  -37.2200000  1
RES_V  bus-98    1.0443000  -35.3200000  1
RES_V  bus-99    1.0000000  -31.4100000  1
RES_V  bus-100    0.9871000  -45.8400000  1
RES_V  bus-101    1.0000000  -40.0900000  1
RES_V  bus-102    1.0032000  -37.0300000  1
RES_V  bus-103    1.0150000  -34.6800000  1
RES_V  bus-104    0.9927000  -44.6400000  1
RES_V  bus-105    1.0338000  -38.5900000  1
RES_V  bus-106    0.9946000  -43.0100000  1
RES_V  bus-107    0.9908000  -43.9000000  1
RES_V  bus-108    1.0000000  -27.6900000  1
RES_V  bus-109    1.0134000  -33.0500000  1
RES_V  bus-110    1.0273000  -29.5200000  1
RES_V  bus-111    1.0054000  -33.9300000  1
RES_V  bus-112    1.0272000  -27.0100000  1
RES_V  bus-113    1.0252000  -30.9500000  1
RES_V  bus-114    1.0000000  -23.6800000  1
RES_V  bus-115    1.0174000  -36.0500000  1
RES_V  bus-116    1.0240000  -37.2900000  1
RES_V  bus-117    1.0140000  -37.9500000  1
RES_V  bus-118    1.0000000  -34.0300000  1
RES_V  bus-119    1.0097000  -35.2600000  1
RES_V  bus-120    1.0238000  -27.3700000  1
RES_V  bus-121    1.0000000  -20.1000000  1
RES_V  bus-122    0.9885000  -45.8400000  1
RES_V  bus-123    0.9997000  -46.2000000  1
RES_V  bus-124    1.0089000  -31.0200000  1
RES_V  bus-125    1.0200000  -29.3400000  1
RES_V  bus-126    1.0109000  -26.5900000  1
RES_V  bus-127    0.9848000  -29.5400000  1
RES_V  bus-128    1.0239000  -27.2700000  1
RES_V  bus-129    1.0243000  -27.4900000  1
RES_V  bus-130    1.0300000  -19.3500000  1
RES_V  bus-131    1.0180000  -20.4300000  1
RES_V  bus-132    1.0199000  -30.3600000  1
RES_V  bus-133    1.0352000  -32.1900000  1
RES_V  bus-134    1.0231000  -30.8600000  1
RES_V  bus-135    1.0320000  -32.2300000  1
RES_V  bus-136    1.0254000  -32.5000000  1
RES_V  bus-137    1.0290000  -32.4600000  1
RES_V  bus-138    1.0315000  -31.2800000  1
RES_V  bus-139    1.0265000  -32.0500000  1
RES_V  bus-140    1.0285000  -32.3900000  1
RES_V  bus-141    1.0026000  -33.9100000  1
RES_V  bus-142    1.0275000  -40.6300000  1
RES_V  bus-143    1.0056000  -39.4300000  1
RES_V  bus-144    1.0220000  -36.1700000  1
RES_V  bus-145    1.0189000  -34.4000000  1
RES_V  bus-146    1.0098000  -39.8900000  1
RES_V  bus-147    1.0102000  -38.9800000  1
RES_V  bus-148    1.0132000  -40.0100000  1
RES_V  bus-149    1.0257000  -23.7600000  1
RES_V  bus-150    1.0232000  -24.4100000  1
RES_V  bus-151    1.0098000  -26.7000000  1
RES_V  bus-152    1.0232000  -26.7900000  1
RES_V  bus-153    1.0176000  -25.8000000  1
RES_V  bus-154    0.9749000  -32.1000000  1
RES_V  bus-155    0.9852000  -30.2700000  1
RES_V  bus-156    0.9785000  -31.7900000  1
RES_V  bus-157    0.9800000  -32.5500000  1
RES_V  bus-158    0.9681000  -33.4900000  1
RES_V  bus-159    0.9684000  -33.3300000  1
RES_V  bus-160    0.9712000  -32.7600000  1
RES_V  bus-161    1.0038000  -28.1000000  1
RES_V  bus-162    1.0002000  -28.9700000  1
